TGT_FUND_NBR,EFFTV_STRT_DT,EFFTV_END_DT,FUND_NBR,TRGT_FUND_WGT,WGT_TYPE
2601,1/1/2010,6/9/2010,2029,0.016,"MODEL"
2602,1/1/2010,6/9/2010,2024,0.0752,"MODEL"
2604,1/1/2010,6/9/2010,2017,0.0504,"MODEL"
2602,1/1/2010,6/9/2010,2029,0.028,"MODEL"
2600,1/1/2010,6/9/2010,2029,0,"MODEL"
2603,1/1/2010,6/9/2010,2013,0.083655,"MODEL"
2604,1/1/2010,6/9/2010,2023,0.0468,"MODEL"
2601,1/1/2010,6/9/2010,2024,0.04982,"MODEL"
2601,1/1/2010,6/9/2010,2019,0.0182,"MODEL"
2601,1/1/2010,6/9/2010,2011,0.0686,"MODEL"
2604,1/1/2010,6/9/2010,2014,0.30104,"MODEL"
2602,1/1/2010,6/9/2010,2022,0.01326,"MODEL"
2600,1/1/2010,6/9/2010,2019,0.013,"MODEL"
2600,1/1/2010,6/9/2010,2017,0.021,"MODEL"
2603,1/1/2010,6/9/2010,2011,0.09555,"MODEL"
2603,1/1/2010,6/9/2010,2023,0.038025,"MODEL"
2603,1/1/2010,6/9/2010,2012,0.05577,"MODEL"
2602,1/1/2010,6/9/2010,2023,0.03315,"MODEL"
2604,1/1/2010,6/9/2010,2010,0.02496,"MODEL"
2604,1/1/2010,6/9/2010,2022,0.01872,"MODEL"
2600,1/1/2010,6/9/2010,2023,0.0195,"MODEL"
2603,1/1/2010,6/9/2010,2019,0.02535,"MODEL"
2604,1/1/2010,6/9/2010,2011,0.1176,"MODEL"
2600,1/1/2010,6/9/2010,2024,0.0235,"MODEL"
2601,1/1/2010,6/9/2010,2010,0.01456,"MODEL"
2604,1/1/2010,6/9/2010,2012,0.06864,"MODEL"
2605,1/1/2010,1/4/2011,2014,0.2324,"MODEL"
2606,1/1/2010,1/4/2011,2023,0.0663,"MODEL"
2605,1/1/2010,1/4/2011,2022,0.02262,"MODEL"
2606,1/1/2010,1/4/2011,2017,0.0714,"MODEL"
2606,1/1/2010,1/4/2011,2029,0.042,"MODEL"
2606,1/1/2010,1/4/2011,2013,0.14586,"MODEL"
2609,1/1/2010,1/4/2011,2019,0.0585,"MODEL"
2605,1/1/2010,1/4/2011,2011,0.1421,"MODEL"
2605,1/1/2010,1/4/2011,2024,0.104,"MODEL"
2609,1/1/2010,1/4/2011,2014,0.042,"MODEL"
2608,1/1/2010,1/4/2011,2024,0.0352,"MODEL"
2605,1/1/2010,1/4/2011,2017,0.0609,"MODEL"
2608,1/1/2010,1/4/2011,2015,0,"MODEL"
2608,1/1/2010,1/4/2011,2013,0.18876,"MODEL"
2607,1/1/2010,1/4/2011,2015,0,"MODEL"
2606,1/1/2010,1/4/2011,2025,0.016,"MODEL"
2608,1/1/2010,1/4/2011,2012,0.12584,"MODEL"
2606,1/1/2010,1/4/2011,2010,0.03536,"MODEL"
2606,1/1/2010,1/4/2011,2011,0.1666,"MODEL"
2609,1/1/2010,1/4/2011,2011,0.2205,"MODEL"
2607,1/1/2010,1/4/2011,2014,0.108,"MODEL"
2607,1/1/2010,1/4/2011,2013,0.16731,"MODEL"
2609,1/1/2010,1/4/2011,2015,0,"MODEL"
2605,1/1/2010,1/4/2011,2013,0.12441,"MODEL"
2609,1/1/2010,1/4/2011,2024,0.028,"MODEL"
2607,1/1/2010,1/4/2011,2011,0.1911,"MODEL"
2606,1/1/2010,1/4/2011,2022,0.02652,"MODEL"
2607,1/1/2010,1/4/2011,2023,0.07605,"MODEL"
2606,1/1/2010,1/4/2011,2012,0.09724,"MODEL"
2605,1/1/2010,1/4/2011,2028,0.02262,"MODEL"
2609,1/1/2010,1/4/2011,2025,0,"MODEL"
2605,1/1/2010,1/4/2011,2019,0.0377,"MODEL"
2607,1/1/2010,1/4/2011,2017,0.0819,"MODEL"
2605,1/1/2010,1/4/2011,2010,0.03016,"MODEL"
2608,1/1/2010,1/4/2011,2022,0.03432,"MODEL"
2606,1/1/2010,1/4/2011,2028,0.02652,"MODEL"
2606,1/1/2010,1/4/2011,2015,0,"MODEL"
2605,1/1/2010,1/4/2011,2025,0.0336,"MODEL"
2608,1/1/2010,1/4/2011,2025,0,"MODEL"
2607,1/1/2010,1/4/2011,2019,0.0507,"MODEL"
2605,1/1/2010,1/4/2011,2015,0,"MODEL"
2608,1/1/2010,1/4/2011,2028,0.03432,"MODEL"
2609,1/1/2010,1/4/2011,2017,0.0945,"MODEL"
2608,1/1/2010,1/4/2011,2023,0.0858,"MODEL"
2608,1/1/2010,1/4/2011,2029,0.032,"MODEL"
2609,1/1/2010,1/4/2011,2023,0.08775,"MODEL"
2605,1/1/2010,1/4/2011,2023,0.05655,"MODEL"
2607,1/1/2010,1/4/2011,2012,0.11154,"MODEL"
2605,1/1/2010,1/4/2011,2029,0.05,"MODEL"
2609,1/1/2010,1/4/2011,2013,0.19305,"MODEL"
2607,1/1/2010,1/4/2011,2022,0.03042,"MODEL"
2606,1/1/2010,1/4/2011,2019,0.0442,"MODEL"
2608,1/1/2010,1/4/2011,2011,0.2156,"MODEL"
2606,1/1/2010,1/4/2011,2024,0.0938,"MODEL"
2609,1/1/2010,1/4/2011,2022,0.0351,"MODEL"
2608,1/1/2010,1/4/2011,2010,0.04576,"MODEL"
2607,1/1/2010,1/4/2011,2025,0.0026,"MODEL"
2607,1/1/2010,1/4/2011,2024,0.0694,"MODEL"
2606,1/1/2010,1/4/2011,2014,0.1682,"MODEL"
2609,1/1/2010,1/4/2011,2028,0.0351,"MODEL"
2608,1/1/2010,1/4/2011,2014,0.0528,"MODEL"
2609,1/1/2010,1/4/2011,2010,0.0468,"MODEL"
2608,1/1/2010,1/4/2011,2019,0.0572,"MODEL"
2609,1/1/2010,1/4/2011,2029,0.03,"MODEL"
2607,1/1/2010,1/4/2011,2029,0.04,"MODEL"
2609,1/1/2010,1/4/2011,2012,0.1287,"MODEL"
2605,1/1/2010,1/4/2011,2012,0.08294,"MODEL"
2607,1/1/2010,1/4/2011,2028,0.03042,"MODEL"
2607,1/1/2010,1/4/2011,2010,0.04056,"MODEL"
2608,1/1/2010,1/4/2011,2017,0.0924,"MODEL"
2606,1/1/2010,1/5/2011,2010,0.03536,"FIRM"
2606,1/1/2010,1/5/2011,2022,0.02652,"FIRM"
2606,1/1/2010,1/5/2011,2023,0.0663,"FIRM"
2606,1/1/2010,1/5/2011,2024,0.0938,"FIRM"
2606,1/1/2010,1/5/2011,2025,0.016,"FIRM"
2606,1/1/2010,1/5/2011,2028,0.02652,"FIRM"
2606,1/1/2010,1/5/2011,2029,0.042,"FIRM"
2607,1/1/2010,1/5/2011,2011,0.1911,"FIRM"
2607,1/1/2010,1/5/2011,2012,0.11154,"FIRM"
2607,1/1/2010,1/5/2011,2013,0.16731,"FIRM"
2607,1/1/2010,1/5/2011,2014,0.108,"FIRM"
2607,1/1/2010,1/5/2011,2015,0,"FIRM"
2607,1/1/2010,1/5/2011,2017,0.0819,"FIRM"
2607,1/1/2010,1/5/2011,2019,0.0507,"FIRM"
2607,1/1/2010,1/5/2011,2010,0.04056,"FIRM"
2607,1/1/2010,1/5/2011,2022,0.03042,"FIRM"
2607,1/1/2010,1/5/2011,2023,0.07605,"FIRM"
2607,1/1/2010,1/5/2011,2024,0.0694,"FIRM"
2607,1/1/2010,1/5/2011,2025,0.0026,"FIRM"
2607,1/1/2010,1/5/2011,2028,0.03042,"FIRM"
2607,1/1/2010,1/5/2011,2029,0.04,"FIRM"
2608,1/1/2010,1/5/2011,2011,0.2156,"FIRM"
2608,1/1/2010,1/5/2011,2012,0.12584,"FIRM"
2608,1/1/2010,1/5/2011,2013,0.18876,"FIRM"
2608,1/1/2010,1/5/2011,2014,0.0528,"FIRM"
2608,1/1/2010,1/5/2011,2015,0,"FIRM"
2608,1/1/2010,1/5/2011,2017,0.0924,"FIRM"
2608,1/1/2010,1/5/2011,2019,0.0572,"FIRM"
2608,1/1/2010,1/5/2011,2010,0.04576,"FIRM"
2608,1/1/2010,1/5/2011,2022,0.03432,"FIRM"
2608,1/1/2010,1/5/2011,2023,0.0858,"FIRM"
2608,1/1/2010,1/5/2011,2024,0.0352,"FIRM"
2608,1/1/2010,1/5/2011,2025,0,"FIRM"
2608,1/1/2010,1/5/2011,2028,0.03432,"FIRM"
2608,1/1/2010,1/5/2011,2029,0.032,"FIRM"
2609,1/1/2010,1/5/2011,2011,0.2205,"FIRM"
2609,1/1/2010,1/5/2011,2012,0.1287,"FIRM"
2609,1/1/2010,1/5/2011,2013,0.19305,"FIRM"
2609,1/1/2010,1/5/2011,2014,0.042,"FIRM"
2609,1/1/2010,1/5/2011,2015,0,"FIRM"
2609,1/1/2010,1/5/2011,2017,0.0945,"FIRM"
2609,1/1/2010,1/5/2011,2019,0.0585,"FIRM"
2609,1/1/2010,1/5/2011,2010,0.0468,"FIRM"
2609,1/1/2010,1/5/2011,2022,0.0351,"FIRM"
2609,1/1/2010,1/5/2011,2023,0.08775,"FIRM"
2609,1/1/2010,1/5/2011,2024,0.028,"FIRM"
2609,1/1/2010,1/5/2011,2025,0,"FIRM"
2609,1/1/2010,1/5/2011,2028,0.0351,"FIRM"
2609,1/1/2010,1/5/2011,2029,0.03,"FIRM"
2601,1/1/2010,1/5/2011,2029,0.016,"FIRM"
2602,1/1/2010,1/5/2011,2011,0.0833,"FIRM"
2602,1/1/2010,1/5/2011,2012,0.04862,"FIRM"
2602,1/1/2010,1/5/2011,2013,0.07293,"FIRM"
2602,1/1/2010,1/5/2011,2014,0.29704,"FIRM"
2602,1/1/2010,1/5/2011,2015,0.162,"FIRM"
2602,1/1/2010,1/5/2011,2017,0.0357,"FIRM"
2602,1/1/2010,1/5/2011,2019,0.0221,"FIRM"
2602,1/1/2010,1/5/2011,2010,0.01768,"FIRM"
2602,1/1/2010,1/5/2011,2022,0.01326,"FIRM"
2602,1/1/2010,1/5/2011,2023,0.03315,"FIRM"
2602,1/1/2010,1/5/2011,2024,0.0752,"FIRM"
2602,1/1/2010,1/5/2011,2025,0.09776,"FIRM"
2602,1/1/2010,1/5/2011,2028,0.01326,"FIRM"
2602,1/1/2010,1/5/2011,2029,0.028,"FIRM"
2603,1/1/2010,1/5/2011,2011,0.09555,"FIRM"
2603,1/1/2010,1/5/2011,2012,0.05577,"FIRM"
2603,1/1/2010,1/5/2011,2013,0.083655,"FIRM"
2603,1/1/2010,1/5/2011,2014,0.29106,"FIRM"
2603,1/1/2010,1/5/2011,2015,0.11,"FIRM"
2603,1/1/2010,1/5/2011,2017,0.04095,"FIRM"
2603,1/1/2010,1/5/2011,2019,0.02535,"FIRM"
2603,1/1/2010,1/5/2011,2010,0.02028,"FIRM"
2603,1/1/2010,1/5/2011,2022,0.01521,"FIRM"
2603,1/1/2010,1/5/2011,2023,0.038025,"FIRM"
2603,1/1/2010,1/5/2011,2024,0.08958,"FIRM"
2603,1/1/2010,1/5/2011,2025,0.08136,"FIRM"
2603,1/1/2010,1/5/2011,2028,0.01521,"FIRM"
2603,1/1/2010,1/5/2011,2029,0.038,"FIRM"
2604,1/1/2010,1/5/2011,2011,0.1176,"FIRM"
2604,1/1/2010,1/5/2011,2012,0.06864,"FIRM"
2604,1/1/2010,1/5/2011,2013,0.10296,"FIRM"
2604,1/1/2010,1/5/2011,2014,0.25956,"FIRM"
2604,1/1/2010,1/5/2011,2015,0.06,"FIRM"
2604,1/1/2010,1/5/2011,2017,0.0504,"FIRM"
2604,1/1/2010,1/5/2011,2019,0.0312,"FIRM"
2604,1/1/2010,1/5/2011,2010,0.02496,"FIRM"
2604,1/1/2010,1/5/2011,2022,0.01872,"FIRM"
2604,1/1/2010,1/5/2011,2023,0.0468,"FIRM"
2604,1/1/2010,1/5/2011,2024,0.0984,"FIRM"
2604,1/1/2010,1/5/2011,2025,0.05404,"FIRM"
2604,1/1/2010,1/5/2011,2028,0.01872,"FIRM"
2604,1/1/2010,1/5/2011,2029,0.048,"FIRM"
2605,1/1/2010,1/5/2011,2011,0.1421,"FIRM"
2605,1/1/2010,1/5/2011,2012,0.08294,"FIRM"
2605,1/1/2010,1/5/2011,2013,0.12441,"FIRM"
2605,1/1/2010,1/5/2011,2014,0.224,"FIRM"
2605,1/1/2010,1/5/2011,2015,0.01,"FIRM"
2605,1/1/2010,1/5/2011,2017,0.0609,"FIRM"
2605,1/1/2010,1/5/2011,2019,0.0377,"FIRM"
2605,1/1/2010,1/5/2011,2010,0.03016,"FIRM"
2605,1/1/2010,1/5/2011,2022,0.02262,"FIRM"
2605,1/1/2010,1/5/2011,2023,0.05655,"FIRM"
2605,1/1/2010,1/5/2011,2024,0.104,"FIRM"
2605,1/1/2010,1/5/2011,2025,0.032,"FIRM"
2605,1/1/2010,1/5/2011,2028,0.02262,"FIRM"
2605,1/1/2010,1/5/2011,2029,0.05,"FIRM"
2606,1/1/2010,1/5/2011,2011,0.1666,"FIRM"
2606,1/1/2010,1/5/2011,2012,0.09724,"FIRM"
2606,1/1/2010,1/5/2011,2013,0.14586,"FIRM"
2606,1/1/2010,1/5/2011,2014,0.1682,"FIRM"
2606,1/1/2010,1/5/2011,2015,0,"FIRM"
2606,1/1/2010,1/5/2011,2017,0.0714,"FIRM"
2606,1/1/2010,1/5/2011,2019,0.0442,"FIRM"
2600,1/1/2010,1/5/2011,2011,0.049,"FIRM"
2600,1/1/2010,1/5/2011,2012,0.0286,"FIRM"
2600,1/1/2010,1/5/2011,2013,0.0429,"FIRM"
2600,1/1/2010,1/5/2011,2014,0.3055,"FIRM"
2600,1/1/2010,1/5/2011,2015,0.33,"FIRM"
2600,1/1/2010,1/5/2011,2017,0.021,"FIRM"
2600,1/1/2010,1/5/2011,2019,0.013,"FIRM"
2600,1/1/2010,1/5/2011,2010,0.0104,"FIRM"
2600,1/1/2010,1/5/2011,2022,0.0078,"FIRM"
2600,1/1/2010,1/5/2011,2023,0.0195,"FIRM"
2600,1/1/2010,1/5/2011,2024,0.0235,"FIRM"
2600,1/1/2010,1/5/2011,2025,0.141,"FIRM"
2600,1/1/2010,1/5/2011,2028,0.0078,"FIRM"
2600,1/1/2010,1/5/2011,2029,0,"FIRM"
2601,1/1/2010,1/5/2011,2011,0.0686,"FIRM"
2601,1/1/2010,1/5/2011,2012,0.04004,"FIRM"
2601,1/1/2010,1/5/2011,2013,0.06006,"FIRM"
2601,1/1/2010,1/5/2011,2014,0.30174,"FIRM"
2601,1/1/2010,1/5/2011,2015,0.234,"FIRM"
2601,1/1/2010,1/5/2011,2017,0.0294,"FIRM"
2601,1/1/2010,1/5/2011,2019,0.0182,"FIRM"
2601,1/1/2010,1/5/2011,2010,0.01456,"FIRM"
2601,1/1/2010,1/5/2011,2022,0.01092,"FIRM"
2601,1/1/2010,1/5/2011,2023,0.0273,"FIRM"
2601,1/1/2010,1/5/2011,2024,0.04982,"FIRM"
2601,1/1/2010,1/5/2011,2025,0.11844,"FIRM"
2601,1/1/2010,1/5/2011,2028,0.01092,"FIRM"
2601,6/10/2010,1/4/2011,2023,0.0273,"MODEL"
2601,6/10/2010,1/4/2011,2011,0.0686,"MODEL"
2603,6/10/2010,1/4/2011,2022,0.01521,"MODEL"
2602,6/10/2010,1/4/2011,2024,0.0752,"MODEL"
2600,6/10/2010,1/4/2011,2013,0.0429,"MODEL"
2600,6/10/2010,1/4/2011,2011,0.049,"MODEL"
2603,6/10/2010,1/4/2011,2013,0.083655,"MODEL"
2602,6/10/2010,1/4/2011,2023,0.03315,"MODEL"
2604,6/10/2010,1/4/2011,2014,0.309314290429043,"MODEL"
2604,6/10/2010,1/4/2011,2017,0.0504,"MODEL"
2603,6/10/2010,1/4/2011,2025,0.105375500760677,"MODEL"
2601,6/10/2010,1/4/2011,2022,0.01092,"MODEL"
2604,6/10/2010,1/4/2011,2010,0.02496,"MODEL"
2602,6/10/2010,1/4/2011,2013,0.07293,"MODEL"
2600,6/10/2010,1/4/2011,2014,0.497078947368421,"MODEL"
2601,6/10/2010,1/4/2011,2013,0.06006,"MODEL"
2603,6/10/2010,1/4/2011,2028,0.01521,"MODEL"
2603,6/10/2010,1/4/2011,2024,0.08958,"MODEL"
2602,6/10/2010,1/4/2011,2010,0.01768,"MODEL"
2602,6/10/2010,1/4/2011,2019,0.0221,"MODEL"
2602,6/10/2010,1/4/2011,2025,0.137918015965547,"MODEL"
2604,6/10/2010,1/4/2011,2011,0.1176,"MODEL"
2601,6/10/2010,1/4/2011,2025,0.171242249367536,"MODEL"
2604,6/10/2010,1/4/2011,2012,0.06864,"MODEL"
2602,6/10/2010,1/4/2011,2017,0.0357,"MODEL"
2604,6/10/2010,1/4/2011,2025,0.064285709570957,"MODEL"
2600,6/10/2010,1/4/2011,2029,0,"MODEL"
2600,6/10/2010,1/4/2011,2024,0.0235,"MODEL"
2600,6/10/2010,1/4/2011,2012,0.0286,"MODEL"
2602,6/10/2010,1/4/2011,2022,0.01326,"MODEL"
2601,6/10/2010,1/4/2011,2017,0.0294,"MODEL"
2600,6/10/2010,1/4/2011,2025,0.229421052631579,"MODEL"
2600,6/10/2010,1/4/2011,2017,0.021,"MODEL"
2604,6/10/2010,1/4/2011,2028,0.01872,"MODEL"
2604,6/10/2010,1/4/2011,2013,0.10296,"MODEL"
2602,6/10/2010,1/4/2011,2029,0.028,"MODEL"
2604,6/10/2010,1/4/2011,2019,0.0312,"MODEL"
2600,6/10/2010,1/4/2011,2023,0.0195,"MODEL"
2600,6/10/2010,1/4/2011,2010,0.0104,"MODEL"
2604,6/10/2010,1/4/2011,2029,0.048,"MODEL"
2604,6/10/2010,1/4/2011,2022,0.01872,"MODEL"
2603,6/10/2010,1/4/2011,2011,0.09555,"MODEL"
2601,6/10/2010,1/4/2011,2024,0.04982,"MODEL"
2601,6/10/2010,1/4/2011,2028,0.01092,"MODEL"
2603,6/10/2010,1/4/2011,2023,0.038025,"MODEL"
2604,6/10/2010,1/4/2011,2024,0.0984,"MODEL"
2602,6/10/2010,1/4/2011,2011,0.0833,"MODEL"
2601,6/10/2010,1/4/2011,2029,0.016,"MODEL"
2604,6/10/2010,1/4/2011,2023,0.0468,"MODEL"
2602,6/10/2010,1/4/2011,2012,0.04862,"MODEL"
2601,6/10/2010,1/4/2011,2014,0.432937750632464,"MODEL"
2603,6/10/2010,1/4/2011,2010,0.02028,"MODEL"
2603,6/10/2010,1/4/2011,2014,0.377044499239323,"MODEL"
2600,6/10/2010,1/4/2011,2028,0.0078,"MODEL"
2601,6/10/2010,1/4/2011,2019,0.0182,"MODEL"
2601,6/10/2010,1/4/2011,2015,0.05,"MODEL"
2602,6/10/2010,1/4/2011,2028,0.01326,"MODEL"
2603,6/10/2010,1/4/2011,2029,0.038,"MODEL"
2602,6/10/2010,1/4/2011,2014,0.418881984034453,"MODEL"
2600,6/10/2010,1/4/2011,2015,0.05,"MODEL"
2603,6/10/2010,1/4/2011,2017,0.04095,"MODEL"
2603,6/10/2010,1/4/2011,2012,0.05577,"MODEL"
2600,6/10/2010,1/4/2011,2022,0.0078,"MODEL"
2601,6/10/2010,1/4/2011,2012,0.04004,"MODEL"
2600,6/10/2010,1/4/2011,2019,0.013,"MODEL"
2603,6/10/2010,1/4/2011,2019,0.02535,"MODEL"
2601,6/10/2010,1/4/2011,2010,0.01456,"MODEL"
2601,1/5/2011,4/11/2011,2013,0.05577,"MODEL"
2604,1/5/2011,4/11/2011,2011,0.1127,"MODEL"
2601,1/5/2011,4/11/2011,2012,0.03718,"MODEL"
2603,1/5/2011,4/11/2011,2024,0.08716,"MODEL"
2603,1/5/2011,4/11/2011,2017,0.0399,"MODEL"
2603,1/5/2011,4/11/2011,2023,0.03705,"MODEL"
2603,1/5/2011,4/11/2011,2010,0.01976,"MODEL"
2608,1/5/2011,4/11/2011,2019,0.0559,"MODEL"
2608,1/5/2011,4/11/2011,2023,0.08385,"MODEL"
2600,1/5/2011,4/11/2011,2011,0.049,"MODEL"
2604,1/5/2011,4/11/2011,2025,0.0727954294803818,"MODEL"
2606,1/5/2011,4/11/2011,2010,0.03432,"MODEL"
2607,1/5/2011,4/11/2011,2010,0.03952,"MODEL"
2608,1/5/2011,4/11/2011,2024,0.0424,"MODEL"
2600,1/5/2011,4/11/2011,2024,0.0235,"MODEL"
2600,1/5/2011,4/11/2011,2025,0.229421052631579,"MODEL"
2606,1/5/2011,4/11/2011,2024,0.0966,"MODEL"
2609,1/5/2011,4/11/2011,2023,0.08775,"MODEL"
2600,1/5/2011,4/11/2011,2010,0.0104,"MODEL"
2605,1/5/2011,4/11/2011,2019,0.0364,"MODEL"
2600,1/5/2011,4/11/2011,2029,0,"MODEL"
2602,1/5/2011,4/11/2011,2017,0.03465,"MODEL"
2604,1/5/2011,4/11/2011,2017,0.0483,"MODEL"
2609,1/5/2011,4/11/2011,2024,0.028,"MODEL"
2601,1/5/2011,4/11/2011,2025,0.185925738248272,"MODEL"
2601,1/5/2011,4/11/2011,2011,0.0637,"MODEL"
2602,1/5/2011,4/11/2011,2022,0.01287,"MODEL"
2607,1/5/2011,4/11/2011,2025,0.0052,"MODEL"
2602,1/5/2011,4/11/2011,2028,0.01287,"MODEL"
2608,1/5/2011,4/11/2011,2028,0.03354,"MODEL"
2604,1/5/2011,4/11/2011,2028,0.01794,"MODEL"
2600,1/5/2011,4/11/2011,2015,0.05,"MODEL"
2604,1/5/2011,4/11/2011,2019,0.0299,"MODEL"
2600,1/5/2011,4/11/2011,2014,0.497078947368421,"MODEL"
2607,1/5/2011,4/11/2011,2022,0.02964,"MODEL"
2607,1/5/2011,4/11/2011,2028,0.02964,"MODEL"
2603,1/5/2011,4/11/2011,2022,0.01482,"MODEL"
2606,1/5/2011,4/11/2011,2023,0.06435,"MODEL"
2609,1/5/2011,4/11/2011,2013,0.19305,"MODEL"
2608,1/5/2011,4/11/2011,2029,0.034,"MODEL"
2601,1/5/2011,4/11/2011,2015,0.05,"MODEL"
2603,1/5/2011,4/11/2011,2011,0.0931,"MODEL"
2609,1/5/2011,4/11/2011,2011,0.2205,"MODEL"
2604,1/5/2011,4/11/2011,2012,0.06578,"MODEL"
2600,1/5/2011,4/11/2011,2019,0.013,"MODEL"
2604,1/5/2011,4/11/2011,2014,0.324404570519618,"MODEL"
2605,1/5/2011,4/11/2011,2025,0.0392,"MODEL"
2605,1/5/2011,4/11/2011,2023,0.0546,"MODEL"
2601,1/5/2011,4/11/2011,2024,0.04324,"MODEL"
2604,1/5/2011,4/11/2011,2023,0.04485,"MODEL"
2603,1/5/2011,4/11/2011,2029,0.036,"MODEL"
2609,1/5/2011,4/11/2011,2029,0.03,"MODEL"
2608,1/5/2011,4/11/2011,2025,0,"MODEL"
2609,1/5/2011,4/11/2011,2019,0.0585,"MODEL"
2601,1/5/2011,4/11/2011,2010,0.01352,"MODEL"
2600,1/5/2011,4/11/2011,2012,0.0286,"MODEL"
2607,1/5/2011,4/11/2011,2011,0.1862,"MODEL"
2605,1/5/2011,4/11/2011,2011,0.1372,"MODEL"
2605,1/5/2011,4/11/2011,2024,0.103,"MODEL"
2606,1/5/2011,4/11/2011,2017,0.0693,"MODEL"
2608,1/5/2011,4/11/2011,2011,0.2107,"MODEL"
2609,1/5/2011,4/11/2011,2012,0.1287,"MODEL"
2608,1/5/2011,4/11/2011,2022,0.03354,"MODEL"
2600,1/5/2011,4/11/2011,2028,0.0078,"MODEL"
2602,1/5/2011,4/11/2011,2013,0.070785,"MODEL"
2605,1/5/2011,4/11/2011,2010,0.02912,"MODEL"
2602,1/5/2011,4/11/2011,2023,0.032175,"MODEL"
2606,1/5/2011,4/11/2011,2028,0.02574,"MODEL"
2605,1/5/2011,4/11/2011,2017,0.0588,"MODEL"
2605,1/5/2011,4/11/2011,2022,0.02184,"MODEL"
2604,1/5/2011,4/11/2011,2010,0.02392,"MODEL"
2609,1/5/2011,4/11/2011,2022,0.0351,"MODEL"
2601,1/5/2011,4/11/2011,2023,0.02535,"MODEL"
2607,1/5/2011,4/11/2011,2017,0.0798,"MODEL"
2606,1/5/2011,4/11/2011,2022,0.02574,"MODEL"
2606,1/5/2011,4/11/2011,2012,0.09438,"MODEL"
2600,1/5/2011,4/11/2011,2023,0.0195,"MODEL"
2607,1/5/2011,4/11/2011,2029,0.04,"MODEL"
2605,1/5/2011,4/11/2011,2013,0.12012,"MODEL"
2607,1/5/2011,4/11/2011,2024,0.0748,"MODEL"
2606,1/5/2011,4/11/2011,2014,0.1804,"MODEL"
2601,1/5/2011,4/11/2011,2029,0.012,"MODEL"
2609,1/5/2011,4/11/2011,2025,0,"MODEL"
2604,1/5/2011,4/11/2011,2029,0.046,"MODEL"
2602,1/5/2011,4/11/2011,2012,0.04719,"MODEL"
2603,1/5/2011,4/11/2011,2019,0.0247,"MODEL"
2601,1/5/2011,4/11/2011,2028,0.01014,"MODEL"
2605,1/5/2011,4/11/2011,2029,0.05,"MODEL"
2609,1/5/2011,4/11/2011,2015,0,"MODEL"
2607,1/5/2011,4/11/2011,2023,0.0741,"MODEL"
2608,1/5/2011,4/11/2011,2012,0.12298,"MODEL"
2601,1/5/2011,4/11/2011,2019,0.0169,"MODEL"
2607,1/5/2011,4/11/2011,2015,0,"MODEL"
2602,1/5/2011,4/11/2011,2010,0.01716,"MODEL"
2608,1/5/2011,4/11/2011,2013,0.18447,"MODEL"
2605,1/5/2011,4/11/2011,2028,0.02184,"MODEL"
2603,1/5/2011,4/11/2011,2012,0.05434,"MODEL"
2605,1/5/2011,4/11/2011,2014,0.2478,"MODEL"
2604,1/5/2011,4/11/2011,2015,0,"MODEL"
2608,1/5/2011,4/11/2011,2014,0.0636,"MODEL"
2606,1/5/2011,4/11/2011,2011,0.1617,"MODEL"
2604,1/5/2011,4/11/2011,2022,0.01794,"MODEL"
2603,1/5/2011,4/11/2011,2013,0.08151,"MODEL"
2602,1/5/2011,4/11/2011,2011,0.08085,"MODEL"
2609,1/5/2011,4/11/2011,2014,0.042,"MODEL"
2606,1/5/2011,4/11/2011,2013,0.14157,"MODEL"
2602,1/5/2011,4/11/2011,2025,0.143259928582728,"MODEL"
2602,1/5/2011,4/11/2011,2029,0.026,"MODEL"
2608,1/5/2011,4/11/2011,2017,0.0903,"MODEL"
2609,1/5/2011,4/11/2011,2017,0.0945,"MODEL"
2606,1/5/2011,4/11/2011,2029,0.044,"MODEL"
2604,1/5/2011,4/11/2011,2013,0.09867,"MODEL"
2605,1/5/2011,4/11/2011,2012,0.08008,"MODEL"
2606,1/5/2011,4/11/2011,2025,0.019,"MODEL"
2607,1/5/2011,4/11/2011,2019,0.0494,"MODEL"
2600,1/5/2011,4/11/2011,2013,0.0429,"MODEL"
2602,1/5/2011,4/11/2011,2019,0.02145,"MODEL"
2608,1/5/2011,4/11/2011,2010,0.04472,"MODEL"
2601,1/5/2011,4/11/2011,2022,0.01014,"MODEL"
2603,1/5/2011,4/11/2011,2015,0,"MODEL"
2604,1/5/2011,4/11/2011,2024,0.0968,"MODEL"
2609,1/5/2011,4/11/2011,2028,0.0351,"MODEL"
2608,1/5/2011,4/11/2011,2015,0,"MODEL"
2600,1/5/2011,4/11/2011,2022,0.0078,"MODEL"
2605,1/5/2011,4/11/2011,2015,0,"MODEL"
2606,1/5/2011,4/11/2011,2019,0.0429,"MODEL"
2603,1/5/2011,4/11/2011,2025,0.111411023893155,"MODEL"
2600,1/5/2011,4/11/2011,2017,0.021,"MODEL"
2607,1/5/2011,4/11/2011,2014,0.12,"MODEL"
2603,1/5/2011,4/11/2011,2014,0.385428976106845,"MODEL"
2607,1/5/2011,4/11/2011,2013,0.16302,"MODEL"
2601,1/5/2011,4/11/2011,2014,0.448834261751728,"MODEL"
2607,1/5/2011,4/11/2011,2012,0.10868,"MODEL"
2601,1/5/2011,4/11/2011,2017,0.0273,"MODEL"
2609,1/5/2011,4/11/2011,2010,0.0468,"MODEL"
